"","ES_ID","Comp_ID","Exp_ID","Study_ID","First_author","Year","J_abbr_name","animal","Strain","Dam_choice_diet","Dam_diet_start_exp_dPC","Dam_diet_end_exp_dPC","Dam_diet_lactation_incl","Litter_size_equalized","Offspr_crossfosterd","Offspr_sex","Offspr_diet_start_dPC","Offspr_diet_code","Dam_diet_code_exp","Dam_diet_code_contr","Dam_diet_duration","Dam_diet_contr_E","Dam_diet_contr_protE","Dam_diet_contr_carbE","Dam_diet_contr_fatE","Dam_diet_contr_PC","Dam_diet_contr_PNP","Dam_diet_contr_PNP_kcal","Dam_diet_contr_prot_pww","Dam_diet_contr_nonprot_pww","Dam_diet_exp_E","Dam_diet_exp_protE","Dam_diet_exp_carbE","Dam_diet_exp_fatE","Dam_diet_exp_PC","Dam_diet_exp_PNP","Dam_diet_exp_PNP_kcal","Dam_diet_exp_prot_pww","Dam_diet_exp_nonprot_pww","Offspr_diet_E","Offspr_diet_protE","Offspr_diet_carbE","Offspr_diet_fatE","Offspr_diet_PC","Offspr_diet_PNP","Offspr_diet_PNP_kcal","Offspr_diet_prot_pww","Offspr_diet_nonprot_pww","Bodyweight_mean_contr","Bodyweight_N_contr","Bodyweight_mean_exp","Bodyweight_N_exp","AbsIntake_mean_contr","AbsIntake_N_contr","AbsIntake_mean_exp","AbsIntake_N_exp","RelIntake_mean_contr","RelIntake_N_contr","RelIntake_mean_exp","RelIntake_N_exp","RelIntake2_mean_contr","RelIntake2_mean_exp","Bodyweight_SE_contr","Bodyweight_SE_exp","AbsIntake_SE_contr","AbsIntake_SE_exp","RelIntake_SE_contr","RelIntake_SE_exp","RelIntake2_SE_contr","RelIntake2_SE_exp","Intake_age_dPC","Intake_duration","TBodyweight_age_dPC","Offspr_data_source","Comments","Original_measur_units","Suppl_files","Bodyweight_SD_contr","Bodyweight_SD_exp","AbsIntake_SD_contr","AbsIntake_SD_exp","RelIntake_SD_contr","RelIntake_SD_exp","RelIntake2_SD_contr","RelIntake2_SD_exp","Bodyweight_Cd","Bodyweight_Cd_Var","Bodyweight_Hd","Bodyweight_Hd_Var","AbsIntake_Cd","AbsIntake_Cd_Var","AbsIntake_Hd","AbsIntake_Hd_Var","RelIntake_Cd","RelIntake_Cd_Var","RelIntake_Hd","RelIntake_Hd_Var","RelIntake2_Cd","RelIntake2_Cd_Var","RelIntake2_Hd","RelIntake2_Hd_Var","Exp_ID_sex","shared_control","within_exp_id","control_id","Bodyweight_N_total","AbsIntake_N_total","Bodyweight_Hd_Var_adj","RelIntake2_Hd_Var_adj","Bodyweight_Hd_Var_combined","RelIntake2_Hd_Var_combined","Z_TBodyweight_age_dPC","Z_Intake_age_dPC","Z_Dam_diet_start","Z_Dam_diet_end","Z_Dam_diet_duration","Z_Dam_diet_contr_E","Z_Dam_diet_exp_E","Z_Dam_diet_contr_PNP_kcal","Z_Dam_diet_exp_PNP_kcal","Z_Offspr_diet_E","Z_Offspr_diet_PNP_kcal","Z_Year","Dam_diet_diff_E","Dam_diet_diff_PNP_kcal","Z_Dam_diet_diff_E","Z_Dam_diet_diff_PNP_kcal","Offspr_diet_OB"
"1","ES284","Comp1280,Comp1281,Comp1282,Comp1283,Comp1284,Comp1285,Comp1286,Comp1287,Comp1288,Comp1289,Comp1290,Comp1291,Comp1292,Comp1293,Comp1294,Comp1295,Comp1296,Comp1297,Comp1298,Comp1299","Exp152","Study100","Desai",2014,"Am J Obstet Gynecol","rat","Sprague-Dawley",0,-56,21,0,"yes","yes","M",42,"58Y2","58Y1","58Y2",77,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,5.101,18.1,20.3,61.6,0.9,0.4,0.221211395738568,23.1,60.8,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,501.6155,16,493.9395,16,98.1185,16,103.071,16,0.21172,16,0.22795,16,0.9684,1.03455,12.13692485764,11.8863148199936,2.92695490228326,2.72176597083585,0.00721425671847073,0.00741309651899933,0.0335834780807468,0.033977934016064,189,140,189,"Fig5, Fig4","CC vs. HFCon; ","g/day","calculations_MAME_FB_Comp1260_1339",48.54769943056,47.5452592799745,11.707819609133,10.8870638833434,0.0288570268738829,0.0296523860759973,0.134333912322987,0.135911736064256,-0.1598,0.1254,-0.1557,0.1192,0.4381,0.128,0.427,0.1216,0.5547,0.1298,0.5407,0.1233,0.4895,0.1287,0.4772,0.1223,"Exp152_M",1,1,"Exp152_M_1_SC",48,48,0.1252525259375,0.127372081666667,0.1252525259375,0.127372081666667,1.12527231769885,1.01895362653374,-1.12706471602669,-1.35337933430816,0.492406770434907,0.695118280086948,0.430341949852635,-1.08170230022787,0.224576503009114,0.271324363514258,-0.783654098665405,1.04315335746987,35.2691593741713,-1.57371568221791,-0.102123193116532,-1.09004204501113,FALSE
"2","ES283","Comp1260,Comp1261,Comp1262,Comp1263,Comp1264,Comp1265,Comp1266,Comp1267,Comp1268,Comp1269,Comp1270,Comp1271,Comp1272,Comp1273,Comp1274,Comp1275,Comp1276,Comp1277,Comp1278,Comp1279","Exp152","Study100","Desai",2014,"Am J Obstet Gynecol","rat","Sprague-Dawley",0,-56,42,1,"yes","yes","M",42,"58Y2","58Y1","58Y2",98,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,5.101,18.1,20.3,61.6,0.9,0.4,0.221211395738568,23.1,60.8,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,501.6155,16,593.3765,16,98.1185,16,119.4165,16,0.21172,16,0.21778,16,0.9684,1.0385,12.13692485764,16.591454728263,2.92695490228326,3.85283012861974,0.00721425671847073,0.00812665367786766,0.0335834780807468,0.0397416657929685,189,140,189,"Fig5, Fig4","CC vs. HFHF; ","g/day","calculations_MAME_FB_Comp1260_1339",48.54769943056,66.3658189130519,11.707819609133,15.411320514479,0.0288570268738829,0.0325066147114706,0.134333912322987,0.158966663171874,1.5782,0.1639,1.5384,0.1558,1.5563,0.1628,1.517,0.1547,0.1972,0.1256,0.1922,0.1194,0.4763,0.1285,0.4643,0.1221,"Exp152_M",1,2,"Exp152_M_1_SC",48,48,0.14965286,0.127245567604167,0.14965286,0.127245567604167,1.12527231769885,1.01895362653374,-1.12706471602669,0.562269740865969,1.22114485839325,0.695118280086948,0.430341949852635,-1.08170230022787,0.224576503009114,0.271324363514258,-0.783654098665405,1.04315335746987,35.2691593741713,-1.57371568221791,-0.102123193116532,-1.09004204501113,FALSE
"3","ES285","Comp1300,Comp1301,Comp1302,Comp1303,Comp1304,Comp1305,Comp1306,Comp1307,Comp1308,Comp1309,Comp1310,Comp1311,Comp1312,Comp1313,Comp1314,Comp1315,Comp1316,Comp1317,Comp1318,Comp1319","Exp152","Study100","Desai",2014,"Am J Obstet Gynecol","rat","Sprague-Dawley",0,-56,42,1,"yes","yes","F",42,"58Y2","58Y1","58Y2",98,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,5.101,18.1,20.3,61.6,0.9,0.4,0.221211395738568,23.1,60.8,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,298.6775,16,336.5355,16,69.961,16,73.1895,16,0.245495,16,0.227075,16,1.0015,0.95515,9.16616495596713,9.30066126681324,1.82893001506345,2.51290767836783,0.00948883554499708,0.00955376888981516,0.0385415360358147,0.0403342286402009,189,140,189,"Fig5, Fig4","CC vs. HFHF; ","g/day","calculations_MAME_FB_Comp1260_1339",36.6646598238685,37.2026450672529,7.31572006025381,10.0516307134713,0.0379553421799883,0.0382150755592606,0.154166144143259,0.161336914560803,1.025,0.1414,0.9992,0.1344,0.3673,0.1271,0.358,0.1208,-0.4836,0.1287,-0.4715,0.1222,-0.2937,0.1263,-0.2863,0.1201,"Exp152_F",1,1,"Exp152_F_1_SC",48,48,0.135400006666667,0.125853830104167,0.135400006666667,0.125853830104167,1.12527231769885,1.01895362653374,-1.12706471602669,0.562269740865969,1.22114485839325,0.695118280086948,0.430341949852635,-1.08170230022787,0.224576503009114,0.271324363514258,-0.783654098665405,1.04315335746987,35.2691593741713,-1.57371568221791,-0.102123193116532,-1.09004204501113,FALSE
"4","ES286","Comp1320,Comp1321,Comp1322,Comp1323,Comp1324,Comp1325,Comp1326,Comp1327,Comp1328,Comp1329,Comp1330,Comp1331,Comp1332,Comp1333,Comp1334,Comp1335,Comp1336,Comp1337,Comp1338,Comp1339","Exp152","Study100","Desai",2014,"Am J Obstet Gynecol","rat","Sprague-Dawley",0,-56,21,0,"yes","yes","F",42,"58Y2","58Y1","58Y2",77,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,5.101,18.1,20.3,61.6,0.9,0.4,0.221211395738568,23.1,60.8,3.771,18.4,71.4,10.3,0.3,0.2,0.224748294900942,17.3,71.6,298.6775,16,282.0845,16,69.961,16,70.9365,16,0.245495,16,0.262295,16,1.0015,1.05565,290.473819276368,10.1123911613426,1.82893001506345,2.5157255414691,0.234506925270876,0.0119901626344266,0.949100547887314,0.0490881859514079,189,140,189,"Fig5, Fig4","CC vs. HFCon; ","g/day","calculations_MAME_FB_Comp1260_1339",1161.89527710547,40.4495646453704,7.31572006025381,10.0629021658764,0.938027701083502,0.0479606505377064,3.79640219154926,0.196352743805632,-0.0202,0.125,-0.0197,0.1188,0.1109,0.1252,0.1081,0.119,0.0253,0.125,0.0247,0.1188,0.0201,0.125,0.0196,0.1188,"Exp152_F",1,2,"Exp152_F_1_SC",48,48,0.125004042604167,0.125004001666667,0.125004042604167,0.125004001666667,1.12527231769885,1.01895362653374,-1.12706471602669,-1.35337933430816,0.492406770434907,0.695118280086948,0.430341949852635,-1.08170230022787,0.224576503009114,0.271324363514258,-0.783654098665405,1.04315335746987,35.2691593741713,-1.57371568221791,-0.102123193116532,-1.09004204501113,FALSE
"5","ES303","Comp1434","Exp160","Study108","Magliano",2013,"Plos ONE","mouse","C57BL/6J",0,-56,42,1,"","no","M",42,"AIN93G","AIN93G_HF","AIN93G",98,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,4.95,18.6,32.3,49.1,0.575,0.343,0.228287841191067,23,67,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,26.61,10,29.31,10,8.83,10,10.71,10,0.3318,10,0.3654,10,0.754,0.85,0.55,0.42,0.27,0.29,0.0122,0.0111,0.028,0.026,126,14,126,"Tab4","SC vs. HF; ","g/day","",1.73925271309261,1.32815661727072,0.853814968245463,0.91706052144883,0.0385797874540542,0.035101282027869,0.0885437744847146,0.0822192191643779,1.7448,0.2761,1.6711,0.2533,2.1219,0.3126,2.0322,0.2867,0.911,0.2207,0.8725,0.2025,1.1236,0.2316,1.0761,0.2124,"Exp160_M",0,1,"Exp160_M_0_1",20,20,0.26981438025,0.22894978025,0.277571533611111,0.2321664225,0.132816356107829,0.0100777150436205,-1.12706471602669,0.562269740865969,1.22114485839325,1.13495087667893,0.21096246405935,-0.954788051659466,0.374321047067195,0.583530951300021,-0.671160072246037,0.767513745928859,24.8108925869894,-1.787396664057,-0.768530586435668,-1.07894118847214,FALSE
"6","ES309","Comp1464","Exp163","Study111","Ornellas",2013,"Life Sci","mouse","C57BL/6J",1,-22,42,0,"yes","no","M",42,"AIN93G","AIN93G_HF","AIN93G",64,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,4.95,18.6,32.3,49.1,0.575,0.343,0.228287841191067,23,67,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,21.25,5,24.28,5,9.41,10,11.28,10,0.4429,10,0.4646,10,0.951,1.031,0.55,0.47,0.05,0.09,0.0116,0.0099,0.025,0.022,105,63,105,"Tab3, Fig3","Mo-SC vs. Mo-HF; ","g/day","calculations_MAME_FB_Comp1464to1465",1.22983738762488,1.0509519494249,0.158113883008419,0.284604989415154,0.0366824208579532,0.031306548835667,0.0790569415042095,0.0695701085237043,2.6488,0.7508,2.3925,0.6125,8.1228,1.8495,7.7795,1.6965,0.6364,0.2101,0.6095,0.1927,1.0743,0.2289,1.0289,0.2099,"Exp163_M",0,1,"Exp163_M_0_1",10,20,0.6862028125,0.22646588025,0.757753515625,0.229406533611111,-0.198002297755844,-0.326214255453085,0.193144146464925,0.562269740865969,0.04128319217498,1.13495087667893,0.21096246405935,-0.954788051659466,0.374321047067195,0.583530951300021,-0.671160072246037,0.767513745928859,24.8108925869894,-1.787396664057,-0.768530586435668,-1.07894118847214,FALSE
"7","ES310","Comp1465","Exp163","Study111","Ornellas",2013,"Life Sci","mouse","C57BL/6J",1,-22,42,0,"yes","no","F",42,"AIN93G","AIN93G_HF","AIN93G",64,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,4.95,18.6,32.3,49.1,0.575,0.343,0.228287841191067,23,67,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,15.24,5,18.62,5,7.63,10,9.08,10,0.5008,10,0.4876,10,0.989,1.013,0.37,0.28,0.07,0.09,0.0131,0.0089,0.026,0.018,105,63,105,"Tab3, Fig3","Mo-SC vs. Mo-HF; ","g/day","calculations_MAME_FB_Comp1464to1465",0.827345151674922,0.626099033699941,0.221359436211787,0.284604989415154,0.0414258373482058,0.0281442711754986,0.0822192191643779,0.0569209978830308,4.6071,1.4613,4.1612,1.1921,5.6874,1.0087,5.4471,0.9252,-0.3727,0.2035,-0.357,0.1866,0.3394,0.2029,0.3251,0.1861,"Exp163_F",0,1,"Exp163_F_0_1",10,20,1.265779272,0.20264225025,1.48222409,0.202935833611111,-0.198002297755844,-0.326214255453085,0.193144146464925,0.562269740865969,0.04128319217498,1.13495087667893,0.21096246405935,-0.954788051659466,0.374321047067195,0.583530951300021,-0.671160072246037,0.767513745928859,24.8108925869894,-1.787396664057,-0.768530586435668,-1.07894118847214,FALSE
"8","ES329","Comp1537,Comp1538,Comp1539,Comp1540,Comp1541,Comp1542,Comp1543,Comp1544,Comp1545","Exp175","Study121","Zhang",2011,"J Nutr","rat","Sprague-Dawley",0,0,42,1,"yes","no","M",42,"AIN93G","D12451","AIN93G",42,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,4.76,20.2,34.5,45.4,0.585,0.369,0.252631578947368,24,65,3.966,18.9,65.3,15.9,0.289,0.261,0.232442510876321,18.7,71.7,303.096666666667,10,307.38,9,84.9555555555556,10,85.5288888888889,9,0.372955555555556,10,0.345811111111111,9,1.38255555555556,1.31955555555556,18.3080292039677,17.0123161268535,4.45195462690266,5.70611368037242,0.0714708565314096,0.0568926376803029,0.218310176889062,0.183076183292336,105,63,105,"SFig1","C/C vs.HF/C; control diet specification does not match manufactured - used closest by composition US diet","g/day","calculations_MAME_FB_Comp1537to1545",57.8950717534173,51.0369483805605,14.0783166607375,17.1183410411173,0.226010692962376,0.170677913040909,0.690357395363686,0.549228549877007,0.0782,0.2113,0.0747,0.1928,0.0368,0.2111,0.0351,0.1927,-0.1345,0.2116,-0.1284,0.1931,-0.1003,0.2114,-0.0958,0.1929,"Exp175_M",0,1,"Exp175_M_0_1",19,19,0.211257955584795,0.211352627953216,0.211275231405229,0.211381041699346,-0.198002297755844,-0.326214255453085,1.04739693984185,0.562269740865969,-0.722156709495665,1.13495087667893,-0.0650779485282265,-0.954788051659466,0.889458475237401,0.583530951300021,-0.671160072246037,0.216234522846832,20.0201714573878,8.68561778778498,-1.07379837555056,-1.62302063793975,FALSE
"9","ES102","Comp0493,Comp0495","Exp055","Study039","Chang",2008,"J Neurosci","rat","Sprague-Dawley",0,6,43,1,"yes","no","M",43,"BD_US1","HFD_US2","BD_US1",37,4.2,19,38.1,42.9,0.5,0.333,0.235294117647059,20,60,5.148,15.4,15.4,69.2,1,0.333,0.181818181818182,19.8,59.4,4.2,19,38.1,42.9,0.5,0.333,0.235294117647059,20,60,228.045,6,290.6,6,73.865,6,95.095,6,0.4,6,0.38565,6,1.409,1.481,17.3776767722271,16.2268188502861,11.7924594550925,10.757592667507,0.0850488389103578,0.0477353118770581,0.418807831827438,0.252456927019244,92,41,92,"Fig1","BD vs HF; no exact number of dams or their age","kcal/day","calculations_MAME_FB_Comp0493to0496",42.5664410069717,39.7474263317765,28.8855084774355,26.3506128960979,0.20832625854654,0.11692715681141,1.02586548825857,0.6183906532282,1.519,0.4295,1.4022,0.3659,0.7679,0.3579,0.7088,0.305,-0.0849,0.3336,-0.0784,0.2843,0.085,0.3336,0.0785,0.2843,"Exp055_M",1,1,"Exp055_M_1_SC",18,18,0.387949023333333,0.333504506944444,0.387949023333333,0.333504506944444,-0.402794797766689,-0.534394999093903,1.2803749743992,0.65349112539807,-0.895665778057175,1.66274999258931,0.49862563086114,-0.907751481373567,-0.609022638973666,0.958178856642935,-0.629467880548847,-0.610684311776209,22.5714285714286,-22.7272727272727,-0.91123065399094,0.00889806667093157,FALSE
"10","ES103","Comp0494,Comp0496","Exp055","Study039","Chang",2008,"J Neurosci","rat","Sprague-Dawley",0,6,22,0,"yes","yes","M",21,"BD_US1","HFD_US2","BD_US1",16,4.2,19,38.1,42.9,0.5,0.333,0.235294117647059,20,60,5.148,15.4,15.4,69.2,1,0.333,0.181818181818182,19.8,59.4,4.2,19,38.1,42.9,0.5,0.333,0.235294117647059,20,60,228.045,6,270.125,6,73.865,6,85.7,6,0.4,6,0.40355,6,1.409,1.468,17.3776767722271,13.8039414661176,11.7924594550925,9.84101620768912,0.0850488389103578,0.0646947447633886,0.418807831827438,0.296057426861749,92,41,92,"Fig1","BD vs HFD-BD; no exact number of dams or their age","kcal/day","calculations_MAME_FB_Comp0493to0496",42.5664410069717,33.8126130312344,28.8855084774355,24.1054682592975,0.20832625854654,0.158469113709896,1.02586548825857,0.725189630372636,1.0947,0.3833,1.0105,0.3266,0.4449,0.3416,0.4107,0.2911,0.0192,0.3333,0.0177,0.284,0.0664,0.3335,0.0613,0.2842,"Exp055_M",1,2,"Exp055_M_1_SC",18,18,0.361697506944444,0.333437713611111,0.361697506944444,0.333437713611111,-0.402794797766689,-0.534394999093903,1.2803749743992,-1.26215794977606,-1.62440386601552,1.66274999258931,0.49862563086114,-0.907751481373567,-0.609022638973666,0.958178856642935,-0.629467880548847,-0.610684311776209,22.5714285714286,-22.7272727272727,-0.91123065399094,0.00889806667093157,FALSE
